drug_1,drug_2,drug_1_concentration,drug_2_concentration,cell_line,response
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,NCI-H460,30.337
Ifosfamide,Chlorambucil,1e-6,1e-5,NCI-H460,92.609
Amifostine,Ifosfamide,1e-6,1e-5,NCI-H460,102.43
Amifostine,Chlorambucil,1e-6,1e-5,NCI-H460,98.605
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,NCI-H460,101.68
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,NCI-H460,108.96
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,NCI-H460,100.63
Ifosfamide,Chlorambucil,1e-6,1e-6,NCI-H460,112.178
Amifostine,Ifosfamide,1e-6,1e-6,NCI-H460,103.97
Amifostine,Chlorambucil,1e-6,1e-6,NCI-H460,103.454
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,NCI-H460,101.66
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,NCI-H460,111.12
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,NCI-H460,104.122
Hydroxyurea,Chlorambucil,3e-5,1e-4,NCI-H460,21.343
Hydroxyurea,Chlorambucil,3e-5,1e-5,NCI-H460,89.073
Hydroxyurea,Chlorambucil,3e-5,1e-6,NCI-H460,94.481
Ifosfamide,Chlorambucil,1e-4,1e-4,OVCAR-4,98.585
Amifostine,Ifosfamide,1e-4,1e-4,OVCAR-4,107.06
Amifostine,Chlorambucil,1e-4,1e-4,OVCAR-4,108.117
Hydroxyurea,Chlorambucil,1e-4,1e-4,OVCAR-4,94.782
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,OVCAR-4,76.3
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,OVCAR-4,82.48
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,OVCAR-4,108.562
Ifosfamide,Chlorambucil,1e-4,1e-5,OVCAR-4,103.414
Amifostine,Ifosfamide,1e-4,1e-5,OVCAR-4,104.79
Amifostine,Chlorambucil,1e-4,1e-5,OVCAR-4,100.821
Hydroxyurea,Chlorambucil,1e-4,1e-5,OVCAR-4,107.841
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,OVCAR-4,72.56
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,OVCAR-4,102.2
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,OVCAR-4,98.758
Ifosfamide,Chlorambucil,1e-4,1e-6,OVCAR-4,102.927
Amifostine,Ifosfamide,1e-4,1e-6,OVCAR-4,108.08
Amifostine,Chlorambucil,1e-4,1e-6,OVCAR-4,107.104
Hydroxyurea,Chlorambucil,1e-4,1e-6,OVCAR-4,119.711
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,OVCAR-4,87.85
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,OVCAR-4,101.24
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,OVCAR-4,118.472
Ifosfamide,Chlorambucil,1e-5,1e-4,OVCAR-4,94.567
Amifostine,Ifosfamide,1e-5,1e-4,OVCAR-4,104.18
Amifostine,Chlorambucil,1e-5,1e-4,OVCAR-4,102.432
Hydroxyurea,Chlorambucil,1e-5,1e-4,OVCAR-4,105.762
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,OVCAR-4,104.62
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,OVCAR-4,102.47
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,OVCAR-4,97.802
Ifosfamide,Chlorambucil,1e-5,1e-5,OVCAR-4,106.928
Amifostine,Ifosfamide,1e-5,1e-5,OVCAR-4,103.64
Amifostine,Chlorambucil,1e-5,1e-5,OVCAR-4,99.06
Hydroxyurea,Chlorambucil,1e-5,1e-5,OVCAR-4,108.642
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,OVCAR-4,114
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,OVCAR-4,117.02
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,OVCAR-4,104.863
Ifosfamide,Chlorambucil,1e-5,1e-6,OVCAR-4,105.587
Amifostine,Ifosfamide,1e-5,1e-6,OVCAR-4,97.65
Amifostine,Chlorambucil,1e-5,1e-6,OVCAR-4,95.113
Hydroxyurea,Chlorambucil,1e-5,1e-6,OVCAR-4,115.49
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,OVCAR-4,101.64
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,OVCAR-4,99.29
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,OVCAR-4,106.52
Ifosfamide,Chlorambucil,1e-6,1e-4,OVCAR-4,98.217
Amifostine,Ifosfamide,1e-6,1e-4,OVCAR-4,103.78
Amifostine,Chlorambucil,1e-6,1e-4,OVCAR-4,101.665
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,OVCAR-4,93.48
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,OVCAR-4,111.7
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,OVCAR-4,103.893
Ifosfamide,Chlorambucil,1e-6,1e-5,OVCAR-4,104.305
Amifostine,Ifosfamide,1e-6,1e-5,OVCAR-4,104.74
Amifostine,Chlorambucil,1e-6,1e-5,OVCAR-4,96.137
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,OVCAR-4,108.6
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,OVCAR-4,107.56
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,OVCAR-4,114.817
Ifosfamide,Chlorambucil,1e-6,1e-6,OVCAR-4,100.85
Amifostine,Ifosfamide,1e-6,1e-6,OVCAR-4,108.32
Amifostine,Chlorambucil,1e-6,1e-6,OVCAR-4,104.612
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,OVCAR-4,103.93
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,OVCAR-4,108.5
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,OVCAR-4,113.907
Hydroxyurea,Chlorambucil,3e-5,1e-4,OVCAR-4,87.041
Hydroxyurea,Chlorambucil,3e-5,1e-5,OVCAR-4,104.823
Hydroxyurea,Chlorambucil,3e-5,1e-6,OVCAR-4,116.601
Ifosfamide,Chlorambucil,1e-4,1e-4,OVCAR-8,55.632
Amifostine,Ifosfamide,1e-4,1e-4,OVCAR-8,114.35
Amifostine,Chlorambucil,1e-4,1e-4,OVCAR-8,63.185
Hydroxyurea,Chlorambucil,1e-4,1e-4,OVCAR-8,48.606
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,OVCAR-8,89.56
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,OVCAR-8,79.06
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,OVCAR-8,61.047
Ifosfamide,Chlorambucil,1e-4,1e-5,OVCAR-8,89.304
Amifostine,Ifosfamide,1e-4,1e-5,OVCAR-8,112.17
Amifostine,Chlorambucil,1e-4,1e-5,OVCAR-8,82.572
Hydroxyurea,Chlorambucil,1e-4,1e-5,OVCAR-8,87.227
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,OVCAR-8,85.56
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,OVCAR-8,90.17
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,OVCAR-8,99.213
Ifosfamide,Chlorambucil,1e-4,1e-6,OVCAR-8,98.311
Amifostine,Ifosfamide,1e-4,1e-6,OVCAR-8,100.31
Amifostine,Chlorambucil,1e-4,1e-6,OVCAR-8,104.134
Hydroxyurea,Chlorambucil,1e-4,1e-6,OVCAR-8,92.017
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,OVCAR-8,83.58
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,OVCAR-8,87.04
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,OVCAR-8,114.233
Ifosfamide,Chlorambucil,1e-5,1e-4,OVCAR-8,55.882
Amifostine,Ifosfamide,1e-5,1e-4,OVCAR-8,106.16
Amifostine,Chlorambucil,1e-5,1e-4,OVCAR-8,60.948
Hydroxyurea,Chlorambucil,1e-5,1e-4,OVCAR-8,52.024
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,OVCAR-8,94.26
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,OVCAR-8,89.9
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,OVCAR-8,60.263
Ifosfamide,Chlorambucil,1e-5,1e-5,OVCAR-8,84.517
Amifostine,Ifosfamide,1e-5,1e-5,OVCAR-8,103.38
Amifostine,Chlorambucil,1e-5,1e-5,OVCAR-8,101.591
Hydroxyurea,Chlorambucil,1e-5,1e-5,OVCAR-8,97.323
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,OVCAR-8,94.76
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,OVCAR-8,93.31
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,OVCAR-8,106.835
Ifosfamide,Chlorambucil,1e-5,1e-6,OVCAR-8,99.486
Amifostine,Ifosfamide,1e-5,1e-6,OVCAR-8,105.2
Amifostine,Chlorambucil,1e-5,1e-6,OVCAR-8,98.68
Hydroxyurea,Chlorambucil,1e-5,1e-6,OVCAR-8,111.363
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,OVCAR-8,101.99
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,OVCAR-8,98.39
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,OVCAR-8,106.105
Ifosfamide,Chlorambucil,1e-6,1e-4,OVCAR-8,53.245
Amifostine,Ifosfamide,1e-6,1e-4,OVCAR-8,105.81
Amifostine,Chlorambucil,1e-6,1e-4,OVCAR-8,58.795
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,OVCAR-8,94.02
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,OVCAR-8,93.87
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,OVCAR-8,57.536
Ifosfamide,Chlorambucil,1e-6,1e-5,OVCAR-8,105.942
Amifostine,Ifosfamide,1e-6,1e-5,OVCAR-8,103.33
Amifostine,Chlorambucil,1e-6,1e-5,OVCAR-8,98.561
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,OVCAR-8,99.9
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,OVCAR-8,94.45
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,OVCAR-8,105.407
Ifosfamide,Chlorambucil,1e-6,1e-6,OVCAR-8,116.246
Amifostine,Ifosfamide,1e-6,1e-6,OVCAR-8,102.28
Amifostine,Chlorambucil,1e-6,1e-6,OVCAR-8,99.388
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,OVCAR-8,105.69
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,OVCAR-8,100.8
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,OVCAR-8,115.544
Hydroxyurea,Chlorambucil,3e-5,1e-4,OVCAR-8,58.582
Hydroxyurea,Chlorambucil,3e-5,1e-5,OVCAR-8,93.699
Hydroxyurea,Chlorambucil,3e-5,1e-6,OVCAR-8,99.545
Ifosfamide,Chlorambucil,1e-4,1e-4,RPMI-8226,-25.434
Amifostine,Ifosfamide,1e-4,1e-4,RPMI-8226,60.74
Amifostine,Chlorambucil,1e-4,1e-4,RPMI-8226,-40.229
Hydroxyurea,Chlorambucil,1e-4,1e-4,RPMI-8226,-39.978
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,RPMI-8226,72.36
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,RPMI-8226,69
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,RPMI-8226,-9.206
Ifosfamide,Chlorambucil,1e-4,1e-5,RPMI-8226,113.612
Amifostine,Ifosfamide,1e-4,1e-5,RPMI-8226,103.81
Amifostine,Chlorambucil,1e-4,1e-5,RPMI-8226,35.638
Hydroxyurea,Chlorambucil,1e-4,1e-5,RPMI-8226,5.918
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,RPMI-8226,78.75
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,RPMI-8226,75.62
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,RPMI-8226,92.561
Ifosfamide,Chlorambucil,1e-4,1e-6,RPMI-8226,104.588
Amifostine,Ifosfamide,1e-4,1e-6,RPMI-8226,102.7
Amifostine,Chlorambucil,1e-4,1e-6,RPMI-8226,50.157
Hydroxyurea,Chlorambucil,1e-4,1e-6,RPMI-8226,17.43
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,RPMI-8226,68.41
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,RPMI-8226,60.02
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,RPMI-8226,120.07
Ifosfamide,Chlorambucil,1e-5,1e-4,RPMI-8226,-31.054
Amifostine,Ifosfamide,1e-5,1e-4,RPMI-8226,105.12
Amifostine,Chlorambucil,1e-5,1e-4,RPMI-8226,-22.067
Hydroxyurea,Chlorambucil,1e-5,1e-4,RPMI-8226,-34.004
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,RPMI-8226,100.88
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,RPMI-8226,84.56
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,RPMI-8226,23.317
Ifosfamide,Chlorambucil,1e-5,1e-5,RPMI-8226,72.113
Amifostine,Ifosfamide,1e-5,1e-5,RPMI-8226,112.28
Amifostine,Chlorambucil,1e-5,1e-5,RPMI-8226,34.102
Hydroxyurea,Chlorambucil,1e-5,1e-5,RPMI-8226,72.889
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,RPMI-8226,102.24
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,RPMI-8226,81.05
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,RPMI-8226,85.981
Ifosfamide,Chlorambucil,1e-5,1e-6,RPMI-8226,124.021
Amifostine,Ifosfamide,1e-5,1e-6,RPMI-8226,100.18
Amifostine,Chlorambucil,1e-5,1e-6,RPMI-8226,50.968
Hydroxyurea,Chlorambucil,1e-5,1e-6,RPMI-8226,127.468
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,RPMI-8226,104.03
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,RPMI-8226,84.87
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,RPMI-8226,128.39
Ifosfamide,Chlorambucil,1e-6,1e-4,RPMI-8226,-23.725
Amifostine,Ifosfamide,1e-6,1e-4,RPMI-8226,104.58
Amifostine,Chlorambucil,1e-6,1e-4,RPMI-8226,3.863
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,RPMI-8226,94.8
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,RPMI-8226,76.61
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,RPMI-8226,5.175
Ifosfamide,Chlorambucil,1e-6,1e-5,RPMI-8226,82.041
Amifostine,Ifosfamide,1e-6,1e-5,RPMI-8226,99.6
Amifostine,Chlorambucil,1e-6,1e-5,RPMI-8226,69.711
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,RPMI-8226,99.13
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,RPMI-8226,82.19
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,RPMI-8226,97.873
Ifosfamide,Chlorambucil,1e-6,1e-6,RPMI-8226,115.3
Amifostine,Ifosfamide,1e-6,1e-6,RPMI-8226,91.27
Amifostine,Chlorambucil,1e-6,1e-6,RPMI-8226,90.384
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,RPMI-8226,101.68
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,RPMI-8226,79.78
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,RPMI-8226,114.617
Hydroxyurea,Chlorambucil,3e-5,1e-4,RPMI-8226,-36.496
Hydroxyurea,Chlorambucil,3e-5,1e-5,RPMI-8226,66.122
Hydroxyurea,Chlorambucil,3e-5,1e-6,RPMI-8226,82.71
Ifosfamide,Chlorambucil,1e-4,1e-4,SF-268,32.425
Amifostine,Ifosfamide,1e-4,1e-4,SF-268,92.46
Amifostine,Chlorambucil,1e-4,1e-4,SF-268,31.86
Hydroxyurea,Chlorambucil,1e-4,1e-4,SF-268,27.822
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,SF-268,12.1
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,SF-268,14.96
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,SF-268,35.068
Ifosfamide,Chlorambucil,1e-4,1e-5,SF-268,100.107
Amifostine,Ifosfamide,1e-4,1e-5,SF-268,116.56
Amifostine,Chlorambucil,1e-4,1e-5,SF-268,89.82
Hydroxyurea,Chlorambucil,1e-4,1e-5,SF-268,80.859
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,SF-268,16.24
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,SF-268,20.21
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,SF-268,111.63
Ifosfamide,Chlorambucil,1e-4,1e-6,SF-268,100.385
Amifostine,Ifosfamide,1e-4,1e-6,SF-268,103.11
Amifostine,Chlorambucil,1e-4,1e-6,SF-268,94.092
Hydroxyurea,Chlorambucil,1e-4,1e-6,SF-268,85.307
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,SF-268,26.65
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,SF-268,15.61
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,SF-268,105.39
Ifosfamide,Chlorambucil,1e-5,1e-4,SF-268,32.189
Amifostine,Ifosfamide,1e-5,1e-4,SF-268,102.04
Amifostine,Chlorambucil,1e-5,1e-4,SF-268,40.218
Hydroxyurea,Chlorambucil,1e-5,1e-4,SF-268,30.115
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,SF-268,95.13
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,SF-268,94.76
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,SF-268,58.05
Ifosfamide,Chlorambucil,1e-5,1e-5,SF-268,119.897
Amifostine,Ifosfamide,1e-5,1e-5,SF-268,108.24
Amifostine,Chlorambucil,1e-5,1e-5,SF-268,105.544
Hydroxyurea,Chlorambucil,1e-5,1e-5,SF-268,108.276
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,SF-268,92.56
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,SF-268,102.18
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,SF-268,92.582
Ifosfamide,Chlorambucil,1e-5,1e-6,SF-268,129.1
Amifostine,Ifosfamide,1e-5,1e-6,SF-268,108.91
Amifostine,Chlorambucil,1e-5,1e-6,SF-268,101.51
Hydroxyurea,Chlorambucil,1e-5,1e-6,SF-268,114.429
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,SF-268,103.54
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,SF-268,104.57
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,SF-268,112.81
Ifosfamide,Chlorambucil,1e-6,1e-4,SF-268,35.296
Amifostine,Ifosfamide,1e-6,1e-4,SF-268,100.39
Amifostine,Chlorambucil,1e-6,1e-4,SF-268,39.136
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,SF-268,105.29
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,SF-268,99.88
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,SF-268,40.214
Ifosfamide,Chlorambucil,1e-6,1e-5,SF-268,119.195
Amifostine,Ifosfamide,1e-6,1e-5,SF-268,110.43
Amifostine,Chlorambucil,1e-6,1e-5,SF-268,102.856
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,SF-268,110.29
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,SF-268,111.77
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,SF-268,113.503
Ifosfamide,Chlorambucil,1e-6,1e-6,SF-268,118.889
Amifostine,Ifosfamide,1e-6,1e-6,SF-268,102.63
Amifostine,Chlorambucil,1e-6,1e-6,SF-268,99.531
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,SF-268,108.5
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,SF-268,107.89
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,SF-268,114.346
Hydroxyurea,Chlorambucil,3e-5,1e-4,SF-268,29.855
Hydroxyurea,Chlorambucil,3e-5,1e-5,SF-268,80.683
Hydroxyurea,Chlorambucil,3e-5,1e-6,SF-268,121.086
Ifosfamide,Chlorambucil,1e-4,1e-4,SF-295,27.111
Amifostine,Ifosfamide,1e-4,1e-4,SF-295,80.16
Amifostine,Chlorambucil,1e-4,1e-4,SF-295,18.428
Hydroxyurea,Chlorambucil,1e-4,1e-4,SF-295,38.707
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,SF-295,-0.53
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,SF-295,-10.32
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,SF-295,21.922
Ifosfamide,Chlorambucil,1e-4,1e-5,SF-295,94.308
Amifostine,Ifosfamide,1e-4,1e-5,SF-295,101.45
Amifostine,Chlorambucil,1e-4,1e-5,SF-295,99.771
Hydroxyurea,Chlorambucil,1e-4,1e-5,SF-295,94.702
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,SF-295,0.56
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,SF-295,2.86
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,SF-295,102.896
Ifosfamide,Chlorambucil,1e-4,1e-6,SF-295,100.835
Amifostine,Ifosfamide,1e-4,1e-6,SF-295,103.23
Amifostine,Chlorambucil,1e-4,1e-6,SF-295,99.917
Hydroxyurea,Chlorambucil,1e-4,1e-6,SF-295,101.833
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,SF-295,6.41
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,SF-295,0.96
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,SF-295,101.262
Ifosfamide,Chlorambucil,1e-5,1e-4,SF-295,25.918
Amifostine,Ifosfamide,1e-5,1e-4,SF-295,91.93
Amifostine,Chlorambucil,1e-5,1e-4,SF-295,33.09
Hydroxyurea,Chlorambucil,1e-5,1e-4,SF-295,33.121
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,SF-295,90.25
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,SF-295,91.45
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,SF-295,17.571
Ifosfamide,Chlorambucil,1e-5,1e-5,SF-295,91.579
Amifostine,Ifosfamide,1e-5,1e-5,SF-295,105.9
Amifostine,Chlorambucil,1e-5,1e-5,SF-295,93.726
Hydroxyurea,Chlorambucil,1e-5,1e-5,SF-295,96.571
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,SF-295,77.95
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,SF-295,94.5
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,SF-295,100.841
Ifosfamide,Chlorambucil,1e-5,1e-6,SF-295,96.701
Amifostine,Ifosfamide,1e-5,1e-6,SF-295,96.83
Amifostine,Chlorambucil,1e-5,1e-6,SF-295,91.741
Hydroxyurea,Chlorambucil,1e-5,1e-6,SF-295,105.258
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,SF-295,91.45
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,SF-295,104.12
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,SF-295,99.094
Ifosfamide,Chlorambucil,1e-6,1e-4,SF-295,28.343
Amifostine,Ifosfamide,1e-6,1e-4,SF-295,102.63
Amifostine,Chlorambucil,1e-6,1e-4,SF-295,20.614
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,SF-295,98.63
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,SF-295,104.48
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,SF-295,22.222
Ifosfamide,Chlorambucil,1e-6,1e-5,SF-295,95.33
Amifostine,Ifosfamide,1e-6,1e-5,SF-295,97.78
Amifostine,Chlorambucil,1e-6,1e-5,SF-295,90.994
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,SF-295,99.24
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,SF-295,110.64
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,SF-295,104.505
Ifosfamide,Chlorambucil,1e-6,1e-6,SF-295,102.852
Amifostine,Ifosfamide,1e-6,1e-6,SF-295,99.21
Amifostine,Chlorambucil,1e-6,1e-6,SF-295,99.27
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,SF-295,101.81
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,SF-295,103.26
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,SF-295,102.694
Hydroxyurea,Chlorambucil,3e-5,1e-4,SF-295,37.962
Hydroxyurea,Chlorambucil,3e-5,1e-5,SF-295,99.662
Hydroxyurea,Chlorambucil,3e-5,1e-6,SF-295,103.617
Ifosfamide,Chlorambucil,1e-4,1e-4,SF-539,29.406
Amifostine,Ifosfamide,1e-4,1e-4,SF-539,93.39
Amifostine,Chlorambucil,1e-4,1e-4,SF-539,39.84
Hydroxyurea,Chlorambucil,1e-4,1e-4,SF-539,23.271
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,SF-539,-89.49
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,SF-539,-72.58
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,SF-539,8.503
Ifosfamide,Chlorambucil,1e-4,1e-5,SF-539,97.473
Amifostine,Ifosfamide,1e-4,1e-5,SF-539,97.03
Amifostine,Chlorambucil,1e-4,1e-5,SF-539,103.183
Hydroxyurea,Chlorambucil,1e-4,1e-5,SF-539,96.721
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,SF-539,-86.58
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,SF-539,-56.08
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,SF-539,100.254
Ifosfamide,Chlorambucil,1e-4,1e-6,SF-539,106.353
Amifostine,Ifosfamide,1e-4,1e-6,SF-539,107.74
Amifostine,Chlorambucil,1e-4,1e-6,SF-539,103.718
Hydroxyurea,Chlorambucil,1e-4,1e-6,SF-539,116.437
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,SF-539,-91.72
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,SF-539,-82.69
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,SF-539,102.226
Ifosfamide,Chlorambucil,1e-5,1e-4,SF-539,24.741
Amifostine,Ifosfamide,1e-5,1e-4,SF-539,114.12
Amifostine,Chlorambucil,1e-5,1e-4,SF-539,26.955
Hydroxyurea,Chlorambucil,1e-5,1e-4,SF-539,24.18
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,SF-539,38.39
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,SF-539,143.84
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,SF-539,10.668
Ifosfamide,Chlorambucil,1e-5,1e-5,SF-539,100.502
Amifostine,Ifosfamide,1e-5,1e-5,SF-539,114.3
Amifostine,Chlorambucil,1e-5,1e-5,SF-539,103.613
Hydroxyurea,Chlorambucil,1e-5,1e-5,SF-539,108.117
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,SF-539,7.72
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,SF-539,131.32
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,SF-539,101.965
